138,2021/02/3,3,Ustna,17,1,30,3,40
139,2021/02/1,5,Ustna,13,8,44,98,19
140,2021/02/22,3,Ustna,15,19,15,30,16
141,2021/02/13,5,Egzamin,18,9,27,97,37
142,2021/02/11,2,Prezentacja,16,15,25,54,25
143,2021/02/13,4,Ustna,16,15,7,72,17
144,2021/02/4,3,Ustna,2,16,6,83,4
145,2021/02/23,2,Ustna,18,11,43,31,23
146,2021/02/28,4,Kolokwium,5,17,47,71,18
147,2021/02/7,5,Egzamin,14,11,32,39,1
148,2021/02/2,3,Ustna,10,17,29,23,12
149,2021/02/11,5,Ustna,1,15,29,18,32
150,2021/02/5,3,Ustna,19,15,8,84,4
151,2021/02/20,3,Egzamin,7,13,28,100,12
152,2021/02/4,2,Prezentacja,8,5,10,78,25
153,2021/02/18,5,Egzamin,15,13,39,6,31
154,2021/02/19,5,Prezentacja,14,20,28,23,29
155,2021/02/27,4,Ustna,20,12,38,22,17
156,2021/02/15,5,Prezentacja,3,5,23,44,26
157,2021/02/27,4,Egzamin,16,4,18,47,4
158,2021/02/22,3,Egzamin,3,13,19,18,7
159,2021/02/21,2,Ustna,20,13,21,4,24
160,2021/02/27,4,Prezentacja,11,8,26,85,15
161,2021/02/7,4,Ustna,17,16,38,21,7
162,2021/02/5,5,Ustna,9,13,20,96,25
163,2021/02/21,2,Egzamin,8,11,32,12,18
164,2021/02/11,3,Prezentacja,4,3,27,26,24
165,2021/02/2,2,Ustna,17,18,11,13,17
166,2021/02/16,2,Prezentacja,4,5,40,16,36
167,2021/02/4,4,Egzamin,14,11,32,41,6
168,2021/02/16,5,Prezentacja,3,2,20,93,14
169,2021/02/11,2,Egzamin,9,18,9,33,25
170,2021/02/4,4,Egzamin,12,20,7,40,15
171,2021/02/21,4,Kolokwium,16,20,45,23,4
172,2021/02/21,4,Prezentacja,19,20,44,79,24
173,2021/02/19,3,Prezentacja,7,11,7,26,23
174,2021/02/13,5,Kolokwium,14,19,9,55,10
175,2021/02/5,5,Kolokwium,2,7,15,17,4
176,2021/02/23,2,Prezentacja,5,2,10,9,22
177,2021/02/21,2,Kolokwium,5,10,14,41,12
178,2021/02/2,2,Kolokwium,1,9,22,21,22
179,2021/02/24,4,Prezentacja,11,8,46,21,15
180,2021/02/14,4,Prezentacja,8,15,39,69,33
181,2021/02/2,4,Kolokwium,19,2,6,16,7
182,2021/02/12,3,Ustna,10,15,22,26,25
183,2021/02/21,5,Ustna,7,10,17,58,28
184,2021/02/21,2,Prezentacja,16,4,11,17,8
185,2021/02/2,3,Ustna,7,20,23,65,32
186,2021/02/6,4,Prezentacja,19,9,16,26,6
187,2021/02/13,4,Egzamin,18,6,34,88,28
188,2021/02/21,3,Ustna,13,20,46,7,19
189,2021/02/28,4,Ustna,7,16,9,26,32
190,2021/02/9,4,Egzamin,2,2,29,5,34
191,2021/02/15,5,Prezentacja,5,15,39,36,30
192,2021/02/21,5,Ustna,4,16,7,93,35
193,2021/02/28,2,Prezentacja,15,9,3,9,14
194,2021/02/1,5,Egzamin,19,19,5,19,39
195,2021/02/16,4,Egzamin,6,18,24,24,2
196,2021/02/17,2,Ustna,20,7,15,58,39
197,2021/02/27,3,Ustna,5,4,31,85,18
198,2021/02/17,5,Kolokwium,20,15,48,85,20
199,2021/02/27,4,Egzamin,12,6,31,41,16
200,2021/02/23,3,Kolokwium,5,7,47,21,7
201,2021/02/21,5,Prezentacja,7,16,35,26,29
202,2021/02/21,5,Kolokwium,3,3,5,53,1
203,2021/02/25,2,Kolokwium,4,12,35,75,9
204,2021/02/1,4,Egzamin,20,13,13,100,12
205,2021/02/1,5,Prezentacja,12,18,24,35,22
206,2021/02/10,5,Ustna,12,10,14,40,7
207,2021/02/14,2,Egzamin,20,16,11,47,36
208,2021/02/23,5,Egzamin,4,19,33,10,20
209,2021/02/24,3,Egzamin,9,13,5,18,5
210,2021/02/16,4,Ustna,17,13,1,95,37
211,2021/02/21,4,Kolokwium,7,9,48,75,9
212,2021/02/2,5,Prezentacja,13,1,37,99,2
213,2021/02/22,3,Prezentacja,9,2,4,6,2
214,2021/02/10,4,Ustna,16,20,39,64,19
215,2021/02/7,4,Egzamin,6,8,42,45,1
216,2021/02/22,5,Ustna,16,2,47,79,11
217,2021/02/6,4,Egzamin,16,16,27,71,38
218,2021/02/21,3,Prezentacja,1,6,8,61,2
219,2021/02/23,5,Kolokwium,12,12,17,71,27
220,2021/02/18,5,Ustna,8,15,8,98,9
221,2021/02/24,3,Prezentacja,2,4,36,10,8
222,2021/02/5,2,Prezentacja,10,11,27,33,1
223,2021/02/26,4,Egzamin,1,18,12,7,7
224,2021/02/2,5,Kolokwium,17,20,9,1,11
225,2021/02/21,5,Egzamin,16,18,21,89,33
226,2021/02/21,5,Prezentacja,9,17,42,87,32
227,2021/02/3,5,Kolokwium,5,9,21,64,14
228,2021/02/12,5,Egzamin,11,20,39,30,2
229,2021/02/25,4,Prezentacja,1,1,38,5,15
230,2021/02/1,3,Prezentacja,9,9,11,37,24
231,2021/02/19,4,Egzamin,5,14,2,57,39
232,2021/02/6,5,Prezentacja,7,11,45,62,28
233,2021/02/7,4,Prezentacja,2,6,33,22,5
234,2021/02/2,2,Prezentacja,7,6,39,90,8
235,2021/02/10,5,Egzamin,16,5,44,100,10
236,2021/02/12,4,Ustna,12,6,33,73,3
237,2021/02/8,3,Ustna,13,4,12,37,24
238,2021/02/8,4,Prezentacja,13,2,22,54,32
239,2021/02/15,3,Prezentacja,7,5,43,4,39
240,2021/02/23,3,Kolokwium,11,1,45,36,15
241,2021/02/19,3,Prezentacja,13,12,17,76,10
242,2021/02/10,2,Prezentacja,14,1,15,69,8
243,2021/02/2,4,Egzamin,20,6,22,13,39
244,2021/02/26,2,Egzamin,7,3,39,57,6
245,2021/02/5,5,Kolokwium,7,13,38,1,34
246,2021/02/5,4,Prezentacja,11,20,44,43,1
247,2021/02/8,2,Ustna,17,1,7,3,33
248,2021/02/10,5,Ustna,4,17,24,10,18
249,2021/02/5,5,Ustna,1,12,3,70,32
250,2021/02/20,2,Ustna,14,19,3,44,26
251,2021/02/5,2,Prezentacja,6,18,36,50,22
252,2021/02/19,4,Kolokwium,2,10,23,97,35
253,2021/02/28,3,Egzamin,2,20,2,41,29
254,2021/02/28,3,Ustna,14,13,13,44,12
255,2021/02/20,3,Kolokwium,5,8,22,62,37
256,2021/02/16,2,Egzamin,10,15,14,56,31
257,2021/02/14,3,Egzamin,6,3,42,4,32
258,2021/02/21,5,Ustna,15,19,2,47,14
259,2021/02/22,3,Kolokwium,8,8,5,12,30
260,2021/02/26,4,Ustna,19,8,3,54,16
261,2021/02/18,4,Prezentacja,13,2,34,17,9
262,2021/02/2,2,Kolokwium,14,12,26,85,32
263,2021/02/27,4,Egzamin,18,18,41,70,9
264,2021/02/24,2,Kolokwium,17,4,15,95,21
265,2021/02/17,4,Prezentacja,20,15,19,35,8
266,2021/02/7,3,Kolokwium,2,17,13,63,18
267,2021/02/22,3,Egzamin,8,1,9,77,15
268,2021/02/27,4,Prezentacja,13,11,10,42,39
269,2021/02/14,5,Kolokwium,3,6,21,10,22
270,2021/02/17,4,Egzamin,19,5,34,75,21
271,2021/02/27,4,Ustna,1,5,15,2,31
272,2021/02/19,2,Ustna,6,19,28,65,21
273,2021/02/26,4,Kolokwium,12,6,48,62,2
274,2021/02/4,4,Prezentacja,14,13,34,58,16
275,2021/02/19,3,Ustna,17,3,33,47,9
276,2021/02/7,4,Egzamin,12,13,29,59,31
277,2021/02/12,4,Prezentacja,17,8,43,11,37
278,2021/02/27,5,Prezentacja,2,17,21,73,27
279,2021/02/10,4,Egzamin,9,11,8,82,22
280,2021/02/27,5,Ustna,8,4,36,88,5
281,2021/02/5,3,Prezentacja,17,12,32,41,6
282,2021/02/7,5,Ustna,15,12,3,50,23
283,2021/02/7,2,Egzamin,7,8,27,37,37
284,2021/02/8,2,Kolokwium,5,2,42,48,40
285,2021/02/25,3,Kolokwium,17,17,5,100,29
286,2021/02/28,5,Kolokwium,6,14,36,87,19
287,2021/02/11,3,Ustna,14,11,20,14,30
288,2021/02/26,3,Prezentacja,11,19,39,36,31
289,2021/02/3,5,Kolokwium,19,3,3,4,26
290,2021/02/5,5,Egzamin,13,5,47,43,15
291,2021/02/13,5,Ustna,3,15,9,11,26
292,2021/02/16,4,Kolokwium,18,4,35,10,11
293,2021/02/20,5,Prezentacja,18,7,17,69,22
294,2021/02/22,4,Prezentacja,15,10,29,78,4
295,2021/02/18,4,Egzamin,12,17,20,58,16
296,2021/02/7,4,Prezentacja,19,9,6,63,3
297,2021/02/11,3,Prezentacja,7,9,25,76,16
298,2021/02/20,4,Ustna,13,8,22,83,1
299,2021/02/2,2,Prezentacja,12,1,43,18,40
300,2021/02/6,5,Kolokwium,9,13,39,55,15
301,2021/02/17,3,Kolokwium,20,20,33,99,16
302,2021/02/23,3,Kolokwium,13,1,34,84,22
303,2021/02/12,2,Kolokwium,7,6,38,87,27
304,2021/02/2,5,Prezentacja,9,20,32,75,23
305,2021/02/21,4,Egzamin,16,9,3,87,7
306,2021/02/2,2,Egzamin,14,9,41,40,3
307,2021/02/8,3,Kolokwium,2,8,31,25,39
308,2021/02/3,5,Egzamin,18,12,39,13,4
309,2021/02/12,3,Ustna,19,20,21,17,28
310,2021/02/14,5,Prezentacja,4,1,34,3,1
311,2021/02/16,2,Ustna,16,16,29,24,23
312,2021/02/20,5,Ustna,4,2,5,27,21
313,2021/02/17,4,Kolokwium,10,4,32,95,40
314,2021/02/14,4,Ustna,20,5,23,29,39
315,2021/02/17,3,Ustna,1,2,39,44,40
316,2021/02/2,4,Egzamin,19,17,33,99,2
317,2021/02/9,3,Prezentacja,16,5,27,99,9
318,2021/02/27,2,Egzamin,5,20,46,74,22
319,2021/02/22,2,Prezentacja,10,5,6,9,36
320,2021/02/28,4,Ustna,20,19,5,55,28
321,2021/02/28,4,Ustna,5,12,16,68,1
322,2021/02/12,5,Prezentacja,20,6,48,55,36
323,2021/02/17,2,Ustna,14,14,18,43,18
324,2021/02/22,3,Prezentacja,14,20,23,10,1
325,2021/02/13,2,Prezentacja,10,1,37,73,39
326,2021/02/19,3,Kolokwium,15,17,4,90,12
327,2021/02/6,5,Egzamin,9,13,34,35,2
328,2021/02/6,2,Kolokwium,1,17,32,16,20
329,2021/02/9,2,Prezentacja,10,15,3,56,36
330,2021/02/25,5,Egzamin,8,19,4,64,11
331,2021/02/10,5,Prezentacja,20,5,16,3,21
332,2021/02/18,5,Ustna,6,6,8,56,2
333,2021/02/15,4,Egzamin,17,7,34,52,7
334,2021/02/20,3,Ustna,3,20,38,93,19
335,2021/02/24,3,Egzamin,2,18,2,4,10
336,2021/02/6,4,Egzamin,4,2,39,80,21
337,2021/02/16,4,Prezentacja,7,20,42,65,32
338,2021/02/8,4,Kolokwium,2,1,19,94,27
339,2021/02/22,3,Prezentacja,3,13,33,23,25
340,2021/02/7,2,Kolokwium,7,2,21,35,20
341,2021/02/23,2,Egzamin,5,7,2,63,23
342,2021/02/24,2,Prezentacja,7,5,19,77,3
343,2021/02/9,4,Egzamin,15,18,21,10,35
344,2021/02/1,4,Ustna,4,5,9,37,40
345,2021/02/25,2,Prezentacja,6,19,36,14,13
346,2021/02/25,3,Kolokwium,17,2,46,92,12
347,2021/02/27,4,Prezentacja,15,12,38,51,15
348,2021/02/27,2,Prezentacja,14,16,12,62,16
349,2021/02/2,3,Egzamin,7,13,22,50,9
350,2021/02/19,4,Prezentacja,17,9,28,50,21
351,2021/02/16,5,Egzamin,14,12,12,61,29
352,2021/02/13,4,Kolokwium,17,6,38,91,36
353,2021/02/9,2,Prezentacja,19,1,33,71,36
354,2021/02/12,5,Ustna,2,16,20,62,22
355,2021/02/8,4,Prezentacja,9,1,14,87,14
356,2021/02/13,2,Ustna,1,8,31,66,4
357,2021/02/2,3,Egzamin,6,10,13,42,21
358,2021/02/3,5,Egzamin,12,3,32,38,23
359,2021/02/22,5,Egzamin,15,8,21,43,25
360,2021/02/4,4,Prezentacja,7,18,15,96,9
361,2021/02/14,2,Ustna,4,5,33,57,4
362,2021/02/18,2,Ustna,20,14,38,53,33
363,2021/02/10,3,Prezentacja,4,5,41,44,22
364,2021/02/17,5,Egzamin,10,7,29,25,2
365,2021/02/25,2,Prezentacja,14,5,7,81,1
366,2021/02/22,2,Egzamin,12,15,14,15,20
367,2021/02/25,4,Prezentacja,20,15,2,34,22
368,2021/02/26,2,Egzamin,11,12,2,26,39
369,2021/02/7,5,Ustna,15,3,37,75,5
370,2021/02/26,2,Kolokwium,2,13,34,32,22
371,2021/02/15,2,Ustna,16,18,40,57,39
372,2021/02/15,3,Kolokwium,9,12,39,37,17
373,2021/02/14,5,Ustna,15,2,4,97,39
374,2021/02/27,2,Prezentacja,14,10,9,76,25
375,2021/02/15,2,Ustna,15,12,34,21,20
376,2021/02/21,4,Ustna,20,20,1,100,7
377,2021/02/25,3,Kolokwium,11,11,28,9,31
378,2021/02/24,2,Kolokwium,11,18,42,51,36
379,2021/02/6,4,Kolokwium,13,18,25,38,2
380,2021/02/24,5,Prezentacja,12,3,43,49,9
381,2021/02/26,3,Kolokwium,14,6,4,33,22
382,2021/02/26,5,Prezentacja,9,15,30,29,32
383,2021/02/27,4,Kolokwium,11,15,38,80,27
384,2021/02/15,5,Prezentacja,14,14,28,90,32
385,2021/02/13,4,Egzamin,4,2,6,63,3
386,2021/02/16,5,Egzamin,4,14,45,10,27
387,2021/02/27,5,Egzamin,12,12,14,87,38
388,2021/02/7,5,Egzamin,1,17,27,90,35
389,2021/02/28,4,Egzamin,14,7,24,86,30
390,2021/02/19,4,Ustna,13,2,15,98,7
391,2021/02/21,5,Egzamin,20,4,44,99,3
392,2021/02/15,5,Kolokwium,5,15,1,85,34
393,2021/02/4,5,Ustna,15,3,35,57,23
394,2021/02/11,3,Prezentacja,19,12,11,94,28
395,2021/02/26,2,Ustna,11,13,39,21,11
396,2021/02/8,5,Kolokwium,19,16,22,74,30
397,2021/02/4,4,Ustna,15,15,47,30,39
398,2021/02/11,2,Kolokwium,18,7,43,28,8
399,2021/02/6,5,Ustna,18,7,22,87,5
400,2021/02/26,5,Kolokwium,2,13,18,23,5
401,2021/02/5,5,Kolokwium,14,6,4,60,38
402,2021/02/12,4,Ustna,11,13,5,1,38
403,2021/02/20,2,Egzamin,17,19,2,3,1
404,2021/02/4,5,Ustna,18,6,13,63,2
405,2021/02/26,4,Kolokwium,5,18,41,63,2
406,2021/02/5,3,Prezentacja,13,6,18,78,27
407,2021/02/24,4,Egzamin,18,5,3,67,8
408,2021/02/10,4,Ustna,4,10,14,26,10
409,2021/02/1,4,Prezentacja,12,19,8,91,21
410,2021/02/7,5,Kolokwium,16,11,10,86,8
411,2021/02/28,5,Ustna,15,4,33,49,25
412,2021/02/25,3,Ustna,3,18,14,72,39
413,2021/02/10,3,Prezentacja,13,2,23,28,30
414,2021/02/5,3,Ustna,4,16,36,88,30
415,2021/02/1,3,Ustna,7,1,35,79,4
416,2021/02/9,2,Ustna,3,2,21,98,24
417,2021/02/10,3,Egzamin,2,15,31,55,21
418,2021/02/8,5,Prezentacja,14,12,42,46,21
419,2021/02/22,3,Egzamin,2,15,19,91,18
420,2021/02/1,5,Ustna,4,1,43,30,29
421,2021/02/1,5,Egzamin,18,5,24,86,35
422,2021/02/12,2,Egzamin,14,20,34,19,27
423,2021/02/9,5,Egzamin,5,19,23,80,10
424,2021/02/14,3,Ustna,11,15,8,61,15
425,2021/02/18,5,Ustna,9,8,25,2,31
426,2021/02/8,4,Kolokwium,18,15,21,66,26
427,2021/02/14,5,Ustna,19,1,40,78,36
428,2021/02/23,2,Ustna,7,13,3,83,29
429,2021/02/18,2,Ustna,16,14,12,47,34
430,2021/02/13,5,Ustna,8,6,11,45,25
431,2021/02/18,2,Kolokwium,5,16,30,45,9
432,2021/02/1,4,Ustna,5,15,21,53,24
433,2021/02/24,2,Prezentacja,2,12,23,2,10
434,2021/02/26,2,Prezentacja,15,13,44,47,9
435,2021/02/21,5,Prezentacja,9,12,32,41,8
436,2021/02/20,2,Ustna,11,4,38,61,6
437,2021/02/13,3,Prezentacja,7,13,35,41,17
438,2021/02/28,3,Egzamin,19,7,15,28,25
439,2021/02/6,3,Ustna,1,19,24,62,33
440,2021/02/7,4,Ustna,16,9,46,29,17
441,2021/02/13,2,Egzamin,16,15,40,42,39
442,2021/02/22,4,Egzamin,13,20,45,40,25
443,2021/02/6,5,Egzamin,13,18,44,64,28
444,2021/02/22,5,Ustna,13,13,37,11,1
445,2021/02/23,3,Egzamin,12,14,13,80,10
446,2021/02/25,4,Kolokwium,12,17,14,7,33
447,2021/02/28,2,Prezentacja,7,16,21,39,10
448,2021/02/27,3,Kolokwium,4,13,19,61,28
449,2021/02/11,5,Kolokwium,3,19,28,58,36
450,2021/02/12,5,Ustna,9,10,10,14,18
451,2021/02/25,5,Kolokwium,5,14,11,43,18
452,2021/02/27,4,Kolokwium,20,9,31,30,4
453,2021/02/18,2,Kolokwium,14,2,43,54,20
454,2021/02/4,5,Ustna,10,14,41,11,19
455,2021/02/16,5,Egzamin,3,19,22,32,12
456,2021/02/5,5,Egzamin,1,16,18,70,16
457,2021/02/4,4,Ustna,16,10,19,71,27
458,2021/02/21,5,Prezentacja,5,14,3,83,29
459,2021/02/6,3,Kolokwium,3,17,45,95,9
460,2021/02/11,2,Egzamin,12,11,36,97,1
461,2021/02/8,4,Kolokwium,17,16,28,45,40
462,2021/02/10,5,Prezentacja,18,14,15,47,22
463,2021/02/27,3,Egzamin,15,12,26,50,16
464,2021/02/1,3,Prezentacja,16,9,45,94,30
465,2021/02/11,2,Ustna,14,3,30,80,27
466,2021/02/24,4,Prezentacja,11,5,22,49,40
467,2021/02/2,5,Kolokwium,14,1,19,18,34
468,2021/02/12,3,Prezentacja,5,6,4,75,31
469,2021/02/9,2,Kolokwium,14,20,17,12,13
470,2021/02/14,4,Egzamin,18,19,16,7,11
471,2021/02/8,5,Egzamin,13,16,33,16,13
472,2021/02/16,3,Ustna,8,16,35,55,20
473,2021/02/16,3,Ustna,17,11,28,41,20
474,2021/02/1,3,Egzamin,14,17,37,63,21
475,2021/02/8,2,Kolokwium,7,12,27,95,3
476,2021/02/12,4,Kolokwium,15,9,32,79,38
477,2021/02/3,2,Kolokwium,7,15,24,67,19
478,2021/02/4,2,Egzamin,8,7,29,67,16
479,2021/02/7,5,Egzamin,20,10,27,2,19
480,2021/02/24,3,Egzamin,1,17,20,25,28
481,2021/02/28,4,Ustna,9,20,13,22,15
482,2021/02/20,5,Egzamin,11,20,31,93,4
483,2021/02/20,2,Kolokwium,16,10,39,23,6
484,2021/02/22,3,Prezentacja,15,13,7,70,7
485,2021/02/8,3,Kolokwium,2,3,3,70,26
486,2021/02/9,4,Egzamin,7,13,20,87,31
487,2021/02/28,5,Egzamin,4,10,25,1,19
488,2021/02/27,3,Ustna,11,13,33,90,14
489,2021/02/22,3,Ustna,19,4,33,75,3
490,2021/02/26,2,Egzamin,4,1,4,56,19
491,2021/02/14,2,Kolokwium,11,5,39,51,10
492,2021/02/18,2,Kolokwium,8,20,9,30,17
493,2021/02/23,2,Egzamin,10,6,1,34,10
494,2021/02/16,4,Egzamin,3,1,7,76,39
495,2021/02/28,4,Prezentacja,13,17,9,51,36
496,2021/02/21,5,Egzamin,11,18,24,92,24
497,2021/02/26,2,Kolokwium,17,18,41,5,16
498,2021/02/10,2,Egzamin,15,9,21,19,20
499,2021/02/7,5,Egzamin,15,7,41,12,24
500,2021/02/4,4,Prezentacja,14,17,38,85,12
501,2021/02/16,4,Egzamin,16,19,34,18,4
502,2021/02/25,4,Egzamin,17,8,37,25,17
503,2021/02/25,3,Prezentacja,8,10,29,10,14
504,2021/02/12,3,Ustna,20,10,11,50,20
505,2021/02/24,4,Egzamin,13,18,4,31,22
506,2021/02/28,2,Egzamin,8,10,33,66,6
507,2021/02/18,3,Prezentacja,20,10,15,21,30
508,2021/02/25,2,Egzamin,10,16,47,54,32
509,2021/02/19,2,Ustna,2,11,7,2,31
510,2021/02/4,4,Prezentacja,8,8,47,78,35
511,2021/02/25,4,Kolokwium,20,13,5,86,17
512,2021/02/6,4,Prezentacja,18,5,41,68,25
513,2021/02/9,2,Prezentacja,3,5,34,22,22
514,2021/02/28,5,Prezentacja,1,14,24,97,17
